Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email_Address,Phone_Number,State_of_Origin,Department,Job_Title,Employment_Type,Employment_Status,Date_of_Hire,Date_of_Exit,Monthly_Gross_Salary_NGN,Bank_Name,Bank_Account_Number,Education_Level,Years_of_Experience,Annual_Leave_Balance_Days,Performance_Rating_2024,Manager_Employee_ID,Office_Location,National_ID_Number,Tax_Identification_Number
EMP-00459,Yetunde,Afolabi,Ms,20-Mar-90,afolabi.yetunde@gtech-solutions.ng,2.34E+12,Lagos,Human Resources,Learning & Development Officer,contract,Active,11/26/2018,,285000,Keystone Bank,2594783207,B.Sc,17,5,4,EMP-00821,lagos hq,67830557371,80431143-8828
EMP-00956,Adaeze ,Adesanya,f,15/06/1983,adaeze_adesanya@gtechsolutions.com.ng,2.34E+12,Rivers,Human_Resources,HR Business Partner,Full-Time,Inactive,28-Feb-24,,"N220,000",First Bank,"7,470,597,691",Ph.D,19,5,,EMP-01094,Lekki,77569990604,Not Available
EMP-01326,Obinna,Adeleke ,male,6/7/1975,adeleke.obinna@g-tech.com.ng,2.34E+12,Osun,TECHNOLOGY,DevOps Engineer,FT,Active,17-Apr-24,,NGN 449000,Polaris Bank,3156352936,HND,14,7,2,EMP-00218,LAGOS HQ,11383514635,71876643-7548
EMP-00300,Bola ,Fayemi,Female,18/01/1978,bola.fayemi@gtechsolutions.com.ng,2.34E+12,Rivers,technology,DevOps Engineer,PART-TIME,Terminated,8/10/2022,17-Jul-23,"#507,000",Fidelity Bank,9581514476,MBA,2,20,A,EMP-00304,lag hq,n/a,54578981-2305
EMP-01341, Ronke,Taiwo ,Female,10/28/1992,ronke.taiwo@gtechsol.ng,896794654,Benue,finance,Senior Accountant,part-time,Suspended,30-Mar-20,,484.0K,Fidelity Bank,3171378125,B.Sc,Unknown,2,Exceeds Expectations,EMP-00745,Wuse II,69756671752,16126936-8485
EMP-00584,Kunle,Fayemi,male,2/10/2000,kunle.fayemi@gtech-solutions.ng,2.34E+13,Bayelsa,LEGAL,Compliance Officer,PT,Terminated,23-May-19,3/9/2021,"N451,000",FCMB,"4,398,327,580",B.Eng,12,5,C,EMP-01359,VI Office,NIL,66019147-1832
EMP-01166,GBENGA,ONUOHA,MALE,2/13/1982,gbenga166@gtechsolutions.com.ng,733771969,Lagos,Legal,Legal Officer,CONTRACT,Suspended,15.01.2021,,440000,UBA,938236176,MBA,7,21,Needs Improvement,EMP-00208,lagos hq,99058841948,66027260-5842
EMP-00973,Kemi,Nzeka,Female,4-Oct-89,kemi.nzeka@gtech-solutions.ng,2.34E+13,Enugu,CUSTOMER SERVICE,Customer Experience Officer,CONTRACT,Active,1/5/2025,,110000 NGN,Stanbic IBTC,2349641982,SSCE,10,0,,EMP-00853,Lekki,19833316792,n/a
EMP-00996,DAMILOLA,Yusuf ,Mr,12/22/1982,damilola_yusuf@g-tech.com.ng,2.34E+13,Bayelsa,SUPPLY CHAIN,Procurement Officer,Full-Time,Active,28-Dec-19,,188000,Keystone Bank,7726318088,OND,TBD,21,3,TBD,lagos hq,Not Available,45262118-3727
EMP-00416, Adaeze,okwu,F,12-Aug-93,adaeze416@gtechsol.ng,0085-948-9806,Ondo,customer service,CS Manager,FULL-TIME,Active,11/16/2024,,"N135,000",Access Bank,5580125883,OND,18,10,4,EMP-00615,lag hq,51854839660,37823865-5913
EMP-00398,DOTUN, Musa,Mr,12/18/2000,dotun.musa@gtechsol.ng,2.34E+12,n/a,Sales,Sales Executive,CONTRACT,Active,29.06.2021,,"??279,000",Access Bank,"3,524,720,103",HND,13,10,Excellent,EMP-01094,Port Harcourt Branch,29516469333,66039079-3165
EMP-01367,ADAORA,Okonkwo,FEMALE,8/2/1998,adaora.okonkwo@g-tech.com.ng,2.34E+12,Oyo,technology,IT Support,full-time,Active,21.08.2022,,"??456,000",NULL,5259776747,NULL,14,20,C,EMP-00211,lagos hq,5702730382,
EMP-00809,Femi, Adewale,M,7-Apr-83,femi.adewale@gtechsolutions.ng,0070-913-0163,Enugu,Finance,Finance Manager,CONTRACT,Active,1-Nov-18,,"#374,000",Ecobank,114300967,SSCE,18,NULL,1,EMP-00738,Abuja Office,35172368504,98463964-6111
EMP-00931,OBINNA,Usman ,m,28-Nov-88,obinna931@gtechsolutions.com.ng,2.34E+12,Anambra,Supply Chain Dept,Warehouse Manager,FT,Active,6/22/2020,,189.0K,Access Bank,997217124,OND,14,7,1,EMP-00308,lag hq,22879561410,Not Available
EMP-00803,Blessing,Fayemi,Female,2/18/2000,blessing_fayemi@gtechsolutions.com.ng,0073-561-1025,Delta,Legal Dept,Compliance Officer,Contractor,Active,12-Sep-23,,574000 NGN,Ecobank,1181025051,B.A,6,20,Meets Expectations,EMP-00710,Unknown,20080570197,38228860-6272
EMP-01424,Tolu,Aliyu,Ms,8-Jul-80,tolu@gtech-solutions.ng,831231654,Plateau,Sales Dept,Sales Executive,FT,Active,4/27/2022,,242000,GTBank,2372976970,MBA,5,21,B,EMP-00576,Kano Office,89979307004,65999227-1971
EMP-01093, Tolu,Obi,F,12-Dec-84,tolu093@gtechsolutions.com.ng,2.34E+12,Rivers,Legal,Company Secretary,Part Time,Active,7/14/2018,,NGN 399000,Keystone Bank,7740532559,HND,1 year,14,2,,Kano Office,#N/A,99319076-3190
EMP-00121, Oluwatobi,Obi,male,2/6/1979,oluwatobi_obi@gtech-solutions.ng,2.34E+12,Ekiti,Human Resources,HR Officer,full-time,Active,2/9/2020,,290.0K,FCMB,755094241,B.A,5,12,Excellent,,lagos hq,TBD,n/a
EMP-01257,Gbenga,Okonkwo ,Male,9/24/1978,gbenga@gtech-solutions.ng,2.34E+13,Rivers,Operations,Operations Manager,CONTRACT,NIL,23/03/2025,,"#320,000",Fidelity Bank,3775083162,B.Sc,2,12,A,EMP-00374,lag hq,5360656815,11118295-9529
EMP-01058,Bolu,haruna,m,2/11/1999,bharuna@g-tech.com.ng,2.34E+13,Edo,Supply Chain Dept,Warehouse Manager,CONTRACT,Suspended,29.03.2019,,307000 NGN,Sterling Bank,4662016740,B.A,15,10,B,EMP-00133,VI Office,68160964057,N/A
EMP-00090,ROTIMI, Lawal,Mr,16-Jun-84,rotimi.lawal@gtechsol.ng,871360516,Nasarawa,Human Resources Dept,Learning & Development Officer,Full Time,Active,2/3/2020,,364000 NGN,FCMB,"6,649,840,375",SSCE,1,10,1,EMP-01346,lagos hq,93639264957,37750491-3270
EMP-01497,Oluwatobi ,Fayemi,m,3/28/1996,oluwatobi_fayemi@gtech-solutions.ng,2.34E+12,Ondo,Customer Service Dept,Customer Experience Officer,Full Time,Active,3/10/2021,,"#108,000",Access Bank,"1,495,978,105",B.A,11,0,5,EMP-00005,Lagos - Head Office,37194020712,73218332-9131
EMP-00720,ifeanyi,balogun,Mr,23-Feb-00,ifeanyi.balogun@gtechsolutions.com.ng,2.34E+12,Cross River,human resources,HR Officer,CONTRACT,Active,15.07.2023,,NGN 335000,Access Bank,"6,932,748,304",B.Eng,16,n/a,Exceeds Expectations,EMP-01336,Lekki,89200458207,22952059-7408
EMP-00964,Shade ,Obiora,f,19/02/1975,obiora.shade@gtechsolutions.ng,2.34E+13,Imo,SALES,Senior Sales Rep,FULL-TIME,Inactive,1/3/2023,,254000,First Bank,7011307632,HND,3,12,3,EMP-00888,GRA PH,53509043518,60817165-4418
EMP-01440,Adekunle,GARBA,MALE,12/2/1989,agarba@gtech-solutions.ng,891614741,Delta,Human Resources,HR Officer,Full Time,Terminated,12-Nov-20,1/10/2022,"??298,000",Unknown,7549200467,HND,20,2,Below Average,EMP-01096,Port Harcourt Branch,79840582734,90833386-9574
EMP-00980,NNAMDI,Okafor,MALE,11/9/1988,nnamdi@gtechsolutions.com.ng,+234 089 456 2095,Delta,EXECUTIVE,Chief Technology Officer,Full Time,Active,18/11/2024,,"??835,000",GTBank,1283731877,#N/A,2,5,Good,,Lekki,86510389537,34371470-3219
EMP-00804,Dapo,obi,male,4/13/1999,obi.dapo@gtechsol.ng,0070-274-3849,Edo,Marketing Dept,Digital Marketing Officer,Part-Time,Not Available,5/10/2022,11/19/2024,"??136,000",Ecobank,969512392,SSCE,9,0,A,EMP-00969,Port Harcourt Branch,87747630835,99840401-9791
EMP-01256,TITILAYO,Ajayi ,female,03.09.1988,titilayo@gtechsolutions.com.ng,2.34E+11,Abuja,legal,Company Secretary,CONTRACT,Active,3/9/2023,,NGN 230000,Keystone Bank,"8,790,892,196",M.Sc,5,21,Average,EMP-01311,LAGOS HQ,73194194926,Not Available
EMP-00553,Kemi,Afolabi,f,18-Mar-75,kemi@gtech-solutions.ng,2.34E+13,Delta,Marketing,Marketing Executive,FT,Active,22-Jul-22,,429000 NGN,GTBank,9722194873,M.Sc,,7,,n/a,Ikeja,8866932070,79101949-4843
EMP-00802,Kunle,Okonkwo,male,25.10.1992,kunle_okonkwo@g-tech.com.ng,2.34E+11,Oyo,Operations Dept,Operations Coordinator,Full-Time,Active,4/7/2024,,"N280,000",Stanbic IBTC,"3,848,221,832",Ph.D,12,5,4,EMP-01342,Wuse II,NULL,
EMP-00758,YEMI,Lawal,m,3-Sep-00,yemi758@gtechsolutions.com.ng,2.34E+13,Lagos,executive,Chief Executive Officer,part-time,Active,11/6/2022,,NGN 1952000,UBA,9172052492,HND,NIL,14,Good,,Wuse II,44166611772,47353601-3673
EMP-00054,Onyinye,yusuf,Female,21-Apr-77,onyinye.yusuf@gtechsol.ng,812409947,Cross River,Human_Resources,HR Officer,full-time,Active,29.06.2020,,"#335,000",GTBank,160040655,HND,7,10,n/a,EMP-01326,Lekki,70146263838,61338023-6883
EMP-00194, Ebele,Ajayi,FEMALE,10/27/1982,ebele194@gtechsol.ng,2.34E+13,Kaduna,marketing,Marketing Executive,FT,Active,12/12/2021,,NGN 169000,Polaris Bank,9075512531,MBA,21,7,N/A,EMP-00858,Wuse II,71206021288,66688023-6805
EMP-01193,oluwaseun,ogundimu,Male,1/16/1981,oluwaseun_ogundimu@gtechsolutions.ng,+234 090 865 7302,Kaduna,Sales,Account Manager,PART-TIME,Active,12/6/2019,,168000,Zenith Bank,460615905,OND,NULL,14,Below Average,EMP-00132,Wuse II,NULL,21434764-6805
EMP-00935,Ifeoma,Afolabi,Ms,14-Feb-77,ifeoma@gtech-solutions.ng,2.34E+12,Bayelsa,Customer Service,Customer Experience Officer,contract,Active,5/11/2020,,101000,UBA,2401458447,N/A,6,2,Meets Expectations,EMP-01381,LAGOS HQ,18581101460,59754121-5095
EMP-00708,Niyi ,Okonkwo,male,2/11/1992,niyi708@gtechsol.ng,2.34E+13,Plateau,Operations,Process Analyst,CONTRACT,Terminated,29-Dec-23,8-Dec-24,"??197,000",UBA,8100769729,SSCE,18,10,A,EMP-01313,Wuse II,45947800792,46184608-8020
EMP-00800,Ebele ,Mohammed,FEMALE,15-Mar-77,mohammed.ebele@gtechsolutions.com.ng,2.34E+12,Delta,Finance Dept,Treasury Officer,CONTR,N/A,22.10.2020,,638000,Stanbic IBTC,380149910,MBA,1,0,Excellent,EMP-01102,Port Harcourt Branch,6419965840,85839065-5015
EMP-01453,Kehinde,Akintola,FEMALE,3-Apr-85,kehinde@gtechsol.ng,2.34E+12,Osun,FINANCE,Accountant,contract,Active,6/2/2023,,219.0K,GTBank,"7,153,631,010",SSCE,5,5,Outstanding,EMP-00682,Lekki,68028946145,59815805-2206
EMP-01357,OLUWAKEMI,Aliyu,FEMALE,23-Sep-75,oaliyu@gtechsolutions_ng,2.34E+11,NULL,Human Resources,HR Business Partner,Part Time,Active,15/03/2018,,"#160,000",Zenith Bank,2142995591,SSCE,11,21,1,EMP-00292,Lekki,21825715773,74453962-6386
EMP-00094,Nnamdi ,Nwosu,m,2/6/1993,nwosu.nnamdi@gtech-solutions.ng,755771113,Ekiti,OPERATIONS,Operations Officer,full-time,Active,23-Mar-19,,201000,Stanbic IBTC,"6,576,763,981",B.Sc,7,21,Meets Expectations,EMP-00991,GRA PH,46954899529,79753731-9154
EMP-00765,Oluwaseun,Aliyu,Mr,12/23/1977,oluwaseun.aliyu@gtechsolutions.com.ng,0071-210-2375,Ogun,Legal Dept,Legal Manager,FULL-TIME,Active,24/03/2024,,"N588,000",Sterling Bank,8675549545,M.Sc,17,0,4,EMP-01012,Wuse II,11859206304,56180254-3134
EMP-01199, Bolu,Onuoha,m,21-Jun-97,onuoha.bolu@gtechsolutions.com.ng,0083-335-7983,Rivers,Technology,Systems Administrator,Part-Time,Active,31.05.2018,,769000,Keystone Bank,1273170424,HND,19,7,5,EMP-01474,Abuja Office,66620685660,92330679-1057
EMP-00521,Damilola,Adeleke,male,7/27/1978,damilola521@gtechsolutions.ng,2.34E+12,Cross River,Technology,Data Analyst,PT,n/a,6/5/2024,,"??823,000",Fidelity Bank,"4,465,517,131",B.Sc,1,14,NIL,EMP-00589,lagos hq,1517642962,88698368-3123
EMP-01278,Funmilayo,Fashola,F,9/17/1976,funmilayo.fashola@gtech-solutions.ng,2.34E+12,Ekiti,Sales Dept,Account Manager,Full-Time,Active,11/10/2021,,405000,FCMB,5954290328,HND,12,14,5,EMP-00121,Lekki,77998904381,11384340-7498
EMP-00030, Nneka,chukwu,female,3/8/2000,nneka.chukwu@gtechsolutions.ng,819535505,Cross River,Operations Dept,Operations Officer,part-time,Terminated,13/05/2021,16/05/2025,199000 NGN,Zenith Bank,986884580,SSCE,19,12,D,EMP-01060,lag hq,92268018242,40262109-6669
EMP-01018,Adunola,NWACHUKWU,female,9-Sep-82,anwachukwu@gtechsolutions.com.ng,2.34E+12,Delta,Supply Chain Dept,Logistics Coordinator,PART-TIME,Active,18.04.2018,,213000,Zenith Bank,9151103448,OND,22,5,#N/A,EMP-00026,Kano Office,42033873845,38212160-6880
EMP-00100,Lanre ,lawal,male,28-Jul-95,lanre_lawal@g-tech.com.ng,2.34E+12,Oyo,Marketing,Content Strategist,FULL-TIME,Active,10/21/2018,,203000,UBA,3877911915,M.Sc,8,10,Needs Improvement,EMP-00069,GRA PH,51971284781,91882291-2449
EMP-01207,Damilola,okonkwo,Mr,26-Nov-83,okonkwo.damilola@gtech-solutions.ng,742277725,Osun,Sales Dept,Business Development Officer,CONTRACT,Active,14.01.2023,,360000,Stanbic IBTC,490082631,B.Eng,8,5,2,EMP-01297,lag hq,38934764995,35175572-3478
EMP-00253,Femi,OBI,MALE,25-Jun-76,fobi@gtechsolutions.com.ng,775403489,Rivers,Supply Chain,Logistics Coordinator,Full Time,Terminated,1/11/2025,28-May-25,"#305,000",Polaris Bank,5240686279,M.Sc,16,14,N/A,EMP-01443,Port Harcourt Branch,5464754895,73070505-9379
EMP-00443,chukwuemeka,Adeleke,m,6-Jan-97,chukwuemeka.adeleke@gtechsol.ng,2.34E+12,Anambra,Supply Chain Dept,Supply Chain Analyst,Part Time,NIL,28-Oct-22,,"N233,000",Zenith Bank,2984386172,B.A,16,0,4,EMP-01465,Ikeja,77118425278,36631419-1017
EMP-00007,Tunde,adegoke,MALE,8/8/1976,adegoke.tunde@gtechsolutions.ng,2.34E+11,Bayelsa,supply chain,Warehouse Manager,Full Time,Active,16-Aug-22,,NGN 290000,FCMB,"4,993,808,565",M.Sc,22,20,Excellent,EMP-00535,Lagos Island,96556981693,68526649-1027
EMP-01118,Obiageli,Abdullahi,F,21-Mar-79,obiageli118@g-tech.com.ng,2.34E+12,#N/A,Customer_Service,Customer Experience Officer,CONTR,Active,4/17/2023,,"N117,000",UBA,9711287560,M.Sc,4,21,Meets Expectations,EMP-01387,Abuja Office,34845453679,35270325-3823
EMP-01079,Obiageli,Balogun,F,5/21/1981,obiageli.balogun@gtechsol.ng,2.34E+12,Ondo,Customer_Service,CS Team Lead,Part Time,Active,17/11/2021,,"#226,000",Access Bank,1440741413,HND,15,Not Available,1,EMP-00394,Port Harcourt Branch,31931210811,15461615-4553
EMP-01071,Chinwe , Taiwo,female,7/19/1983,taiwo.chinwe@gtech-solutions.ng,+234 078 429 4608,Kano,Executive,Chief Operating Officer,CONTRACT,Active,1-Aug-22,,2326000,First Bank,1819363648,B.Sc,19,2,Needs Improvement,,lag hq,69656455392,12482354-4328
EMP-01303,shade,Oduya ,F,17/05/1990,shade.oduya@gtech-solutions.ng,2.34E+13,Anambra,FINANCE,Finance Manager,Full Time,Active,9/5/2019,,"??575,000",Stanbic IBTC,"7,450,643,007",SSCE,n/a,21,Unknown,EMP-01122,Lagos Island,Not Available,19713853-2853
EMP-00995,Omowunmi,BALOGUN,female,3/10/1975,omowunmi.balogun@g-tech.com.ng,0082-919-0650,Abuja,MARKETING,Marketing Executive,Contract,Terminated,6/23/2018,23-Jan-24,NGN 193000,Sterling Bank,657098173,SSCE,11,0,5,n/a,Wuse II,3543137312,86664775-7048
EMP-00541,Yink@,Garba,Female,20-Sep-95,yinka.garba@gtechsol.ng,+234 075 807 5720,Lagos,LEGAL,Legal Manager,Part Time,Terminated,14/07/2024,02.01.2025,NGN 690000,Access Bank,1694414112,Ph.D,13,7,C,EMP-00110,Wuse II,10801533743,71523286-1346
EMP-00064,dele,ADEYEMI,Male,14-Feb-97,dele.adeyemi@gtechsolutions.ng,2.34E+12,Kano,executive,Chief Financial Officer,Contract,Terminated,13.11.2020,11/6/2024,999000 NGN,Fidelity Bank,4402160254,B.Eng,17,2,Below Average,,Lagos - Head Office,83564208737,10367488-1208
EMP-00490,Ngozi,MUSA,f,17-Feb-84,nmusa@g-tech.com.ng,869659485,Rivers,customer service,CS Manager,PT,Active,8/27/2019,,"#219,000",Ecobank,278686092,B.Sc,20,0,4,EMP-00042,Lagos Island,90970342519,17124317-3021
EMP-01094,Ifeanyi,Ogundele,m,12-Dec-97,ifeanyi_ogundele@gtech-solutions.ng,2.34E+12,Ondo,Finance,Finance Manager,CONTR,Active,29/05/2024,,263000,Access Bank,4408800069,Ph.D,16,21,Exceeds Expectations,EMP-01224,Lekki,64667667491,78505798-2690
EMP-00882,Shade, Suleiman,Female,4-Sep-99,shade.suleiman@g-tech.com.ng,2.34E+12,Plateau,Technology,DevOps Engineer,CONTR,Active,30/01/2023,,NGN 691000,Ecobank,7562709235,HND,6,14,Outstanding,EMP-00351,,29596351875,59155421-4340
EMP-00936,oluwakemi,Nzeka,FEMALE,7/2/1987,oluwakemi.nzeka@gtechsolutions.ng,2.34E+12,Kano,supply chain,Procurement Officer,full-time,Active,7/30/2019,,292000,UBA,513109077,SSCE,20,20,Exceeds Expectations,EMP-00909,VI Office,4730802821,20553199-5883
EMP-00920,Sade,ALIYU,f,23/01/1987,sade920@g-tech.com.ng,2.34E+12,Edo,human resources,HR Officer,Part-Time,Active,21/02/2022,,307000 NGN,First Bank,7714467417,OND,10,2,Average,EMP-00890,Lagos Island,25426006289,32448520-4102
EMP-01202, Chukwuemeka,Haruna,M,20/12/1988,chukwuemeka.haruna@gtech-solutions.ng,823319489,Abuja,Customer Service Dept,CS Manager,Part-Time,Active,17/01/2019,,"??164,000",Access Bank,7425832496,MBA,12,7,B,EMP-00832,Port Harcourt Branch,51031530870,10104312-3657
EMP-00723,Nike ,obi,FEMALE,22.03.1986,nike.obi@gtech-solutions.ng,2.34E+12,Benue,Marketing Dept,Content Strategist,CONTR,n/a,19/09/2021,,175.0K,Access Bank,975968332,B.A,3,10,C,EMP-00986,Ikeja,63103231976,31764932-6934
EMP-00146,BOLU,Adewale,male,24-Nov-85,bolu_adewale@gtechsolutions.ng,+234 082 163 3753,Cross River,supply chain,Procurement Officer,PART-TIME,Active,11/8/2021,,219000 NGN,Access Bank,9904306832,B.A,6,20,,EMP-01388,Ikeja,,16531664-7183
EMP-01078,Amaka, Mohammed,Ms,10-Sep-85,mohammed.amaka@gtech-solutions.ng,871016764,Kaduna,customer service,CS Team Lead,part-time,Suspended,12/27/2021,,215000,#N/A,393305064,B.Sc,2,12,B,N/A,lag hq,44027554701,n/a
EMP-00591,Tobi,Obiora ,Male,13.04.1996,tobi@gtechsolutions.ng,748062979,Benue,Customer Service Dept,Customer Service Rep,Part-Time,Active,2-Feb-23,,"#166,000",Fidelity Bank,5390189552,M.Sc,3years,2,Average,EMP-00188,Ikeja,93235393305,47832768-6237
EMP-00224,taiwo,Onuoha,FEMALE,1/18/1995,tonuoha@gtechsolutions.com.ng,2.34E+12,Ogun,SUPPLY CHAIN,Supply Chain Analyst,Contractor,Active,13-Feb-23,,295000 NGN,Zenith Bank,6391405567,B.A,17,20,4,EMP-00407,VI Office,29880858382,23440304-3713
EMP-01009,Okechukwu,mohammed,M,25/03/1985,omohammed@gtechsolutions.com.ng,795298112,Lagos,marketing,Brand Manager,contract,Unknown,22/06/2023,,"N449,000",GTBank,695985271,#N/A,3,2,TBD,EMP-01109,Ikeja,10084865425,54446164-8101
EMP-01426,Gbemi,Okwu,Mr,8/23/1996,gbemi_okwu@g-tech.com.ng,814033920,Nasarawa,Operations Dept,Facilities Manager,FULL-TIME,Active,7/22/2021,,NGN 351000,Ecobank,"8,428,629,929",MBA,11,5,B,EMP-00636,Lagos Island,59053754990,94834869-6511
EMP-01314,Dupe,ADEYEMI,FEMALE,2-Feb-00,dupe.adeyemi@gtechsolutions.com.ng,+234 089 795 5524,Ondo,SALES,Account Manager,Full Time,Active,24.01.2022,,246000,Zenith Bank,"9,599,541,618",M.Sc,24,12,C,EMP-00687,Lagos - Head Office,74121638245,61372007-4057
EMP-00383,Titilayo,Nwosu,F,11.09.1976,titilayo.nwosu@g-tech.com.ng,756709174,Imo,Customer Service,CS Manager,full-time,On Leave,1/6/2022,,94.0K,Stanbic IBTC,769237519,MBA,1,10,Outstanding,EMP-00345,Kano Office,N/A,81576118-4004
EMP-01201,Ebele,Nwachukwu ,FEMALE,8/2/1986,nwachukwu.ebele@gtechsolutions.com.ng,2.34E+12,Delta,Customer Service Dept,Customer Service Rep,CONTRACT,Terminated,11/7/2021,2/3/2025,"??242,000",Stanbic IBTC,6659157360,Ph.D,2,21,N/A,EMP-00505,VI Office,61361510037,95201959-3430
EMP-01347,Yemi ,Onuoha,M,15-Sep-93,yemi.onuoha@g-tech.com.ng,2.34E+12,Kano,SALES,Business Development Officer,FT,Active,11/26/2023,,NGN 374000,Polaris Bank,9214797466,Ph.D,20,20,5,EMP-01033,Kano Office,36285849811,44627136-7101
EMP-01414,Kehinde,Garba,Ms,11.07.2000,kehinde.garba@gtechsol.ng,+234 085 767 0828,Bayelsa,Marketing,Brand Manager,full-time,Active,16/04/2018,,216000,Fidelity Bank,1030712390,B.Sc,7,7,2,EMP-00252,LAGOS HQ,,71984461-8522
EMP-00198, Gbenga,Ajayi,Male,09.06.1992,gbenga_ajayi@gtech-solutions.ng,2.34E+12,Edo,Marketing,Marketing Executive,Contract,Active,15.08.2022,,"N144,000",FCMB,9083864810,B.A,19,20,Below Average,EMP-01257,Port Harcourt Branch,615581083,36634140-3572
EMP-00203,Blessing,Babatunde,F,17/06/1991,blessing.babatunde@g-tech.com.ng,2.34E+13,Cross River,Operations Dept,Facilities Manager,PART-TIME,Terminated,12-Aug-23,14.05.2024,311000 NGN,Sterling Bank,8150442940,MBA,Not Available,15,A,EMP-00438,Kano Office,Not Available,44059134-9237
EMP-01190,Chinedu ,Adeola ,m,5/7/1993,chinedu.adeola@gtechsolutions.ng,882224817,Nasarawa,MARKETING,Brand Manager,Full Time,Active,21/07/2019,,396000 NGN,First Bank,4497167740,#N/A,3years,10,Below Average,EMP-01044,Lagos Island,TBD,87544561-4657
EMP-01210,OBIAGELI,Adegoke,female,6/15/1979,obiageli_adegoke@gtechsolutions.com.ng,0086-707-6665,Ondo,Technology,DevOps Engineer,FULL-TIME,Active,1/25/2022,,"#820,000",Sterling Bank,"9,275,262,078",M.Sc,2,14,D,EMP-00274,Lagos HQ,12008407588,29560426-8847
EMP-00434,chioma,Obi,F,10/5/1980,chioma.obi@gtechsol.ng,2.34E+11,Kaduna,Supply_Chain,Warehouse Manager,CONTRACT,Active,18-Nov-22,,"N166,000",Access Bank,220058999,M.Sc,1,5,Good,EMP-00249,GRA PH,n/a,96300248-4989
EMP-00561,Sola,OGUNDELE,male,9-Jul-90,sola_ogundele@gtech-solutions.ng,2.34E+12,Nasarawa,Finance,Accountant,Part-Time,Active,9/15/2022,,375000,Keystone Bank,"1,193,303,039",n/a,22,12,Needs Improvement,EMP-01455,lagos hq,90041589333,82988680-7815
EMP-01002,Uchechi,BALOGUN,female,1/15/1996,uchechi002@gtech-solutions.ng,0088-713-5890,Delta,Finance,Treasury Officer,PART-TIME,On Leave,1/7/2021,,"#526,000",Zenith Bank,941285294,M.Sc,15,2,TBD,EMP-00371,Ikeja,40990737229,24946937-9184
EMP-01264, Ngozi,Lawal,F,9/4/1986,ngozi@g-tech.com.ng,811488582,Kano,CUSTOMER SERVICE,Customer Service Rep,Contract,Active,6/22/2022,,100000,GTBank,7021642105,MBA,NIL,10,5,EMP-00050,Lekki,99378236910,93240143-9183
EMP-01066,chioma,Lawal,female,13.06.1983,chioma.lawal@gtechsolutions.com.ng,752247698,Anambra,finance,Internal Auditor,Contract,Active,5/8/2024,,292000,FCMB,6016595764,MBA,7,20,D,EMP-00307,Port Harcourt Branch,57036595925,76101662-4061
EMP-00731,ADAEZE,Adeola ,FEMALE,17/08/1986,adaeze731@gtech-solutions.ng,2.34E+12,Lagos,Finance Dept,Treasury Officer,Full-Time,Terminated,3-Sep-24,12/13/2024,NGN 307000,Polaris Bank,4460341109,B.Sc,17,14,4,EMP-00188,Ikeja,1749317560,41301896-1111
EMP-00256,Chinwe,Garba ,female,4/5/1982,chinwe@gtechsol.ng,2.34E+11,Delta,Executive,Chief Executive Officer,FULL-TIME,Active,27/01/2019,,NGN 2464000,GTBank,947863486,B.A,13,#N/A,5,,Lagos - Head Office,55078967935,20382674-7187
EMP-01245,adebayo,Lawal,M,14-Mar-90,alawal@gtechsol.ng,2.34E+11,Anambra,Legal,Legal Officer,contract,Active,23-Apr-18,,402.0K,UBA,4167196699,B.Eng,20,0,5,EMP-00614,Port Harcourt Branch,8931698237,89508146-7090
EMP-01021,Tobi, Ogundimu,MALE,21.06.1981,tobi021@gtechsol.ng,892693186,Ondo,technology,Software Developer,Contract,Active,06.09.2019,,"#418,000",Sterling Bank,"4,331,305,234",SSCE,15,14,D,EMP-00007,Wuse II,16944182697,99827081-2345
EMP-00152,Chukwuemeka,Babatunde,M,11-Nov-86,babatunde.chukwuemeka@gtechsol.ng,2.34E+12,Ekiti,TECHNOLOGY,Software Developer,FT,Active,19/03/2022,,522000,Access Bank,141593258,SSCE,N/A,20,4,EMP-01267,lag hq,63050505739,92220752-2333
EMP-00085,Adebayo,Adegoke ,M,23-Aug-76,adegoke.adebayo@g-tech.com.ng,2.34E+12,Kano,operations,Facilities Manager,CONTR,Terminated,25.03.2025,22-May-25,208000 NGN,Zenith Bank,3095269219,MBA,3,15,3,NIL,Lekki,9593518638,84016756-3525
EMP-00787, Oluwakemi,Onuoha,FEMALE,5/5/1994,oluwakemi787@gtechsolutions.com.ng,2.34E+11,Benue,Operations Dept,Operations Coordinator,PART-TIME,Terminated,1/14/2023,2/27/2025,211000,Keystone Bank,"4,631,850,207",TBD,1,20,Exceeds Expectations,EMP-01369,Lekki,23465546120,82698101-5594
EMP-01409,Kayode, Haruna,m,6/20/1990,kayode@gtechsolutions.ng,0079-333-5873,Plateau,Executive,Chief Financial Officer,full-time,Active,5/20/2018,,1035.0K,Zenith Bank,1582565791,Ph.D,11,21,Exceeds Expectations,,GRA PH,91881940548,43728235-7777
EMP-01105,Babatunde, Usman,M,4-Feb-88,babatunde@gtech-solutions.ng,903913035,Benue,Legal Dept,Legal Officer,CONTRACT,Active,4/21/2023,,236000,UBA,"9,577,023,015",HND,1,7,5,EMP-00889,VI Office,Unknown,20060841-4552
